name,lig_ligand_homo,lig_ligand_homo_minus_1,lig_ligand_lumo,lig_ligand_lumo_plus_1,lig_ligand_hl_gap,lig_ligand_fermi_level,lig_ligand_energy,lig_ligand_IP_shift,lig_ligand_IP,lig_ligand_EA_shift,lig_ligand_EA,lig_ligand_GEI,lig_ligand_f_plus_atom_0,lig_ligand_f_minus_atom_0,lig_ligand_f_zero_atom_0,lig_ligand_mulliken_atom_0,lig_ligand_cm5_atom_0,lig_ligand_f_plus_atom_1,lig_ligand_f_minus_atom_1,lig_ligand_f_zero_atom_1,lig_ligand_mulliken_atom_1,lig_ligand_cm5_atom_1,lig_ligand_atom_num,lig_ligand_weight,lig_ligand_farthest_distance,lig_ligand_mol_radius,lig_ligand_mol_size_short,lig_ligand_mol_size_2,lig_ligand_mol_size_l,lig_ligand_length_ratio,lig_ligand_len_div_diameter,lig_ligand_mpp,lig_ligand_sdp,lig_ligand_dipole_moment,lig_ligand_quadrupole_moment,lig_ligand_octopole_moment,lig_morfeus_area,lig_morfeus_volume,lig_morfeus_p_int,lig_morfeus_sasa_area,lig_morfeus_sasa_volume,lig_morfeus_vbur_atom_0,lig_morfeus_sasa_atom_0,lig_morfeus_pyr_P_atom_0,lig_morfeus_pyr_P_angle_atom_0,lig_morfeus_vbur_atom_1,lig_morfeus_sasa_atom_1,lig_morfeus_pyr_P_atom_1,lig_morfeus_pyr_P_angle_atom_1
frame_3_13-xylene_3_butane_0_SINGLE_methanol_0_4,-9.3121,-9.5739,-6.337,-6.1184,2.9751,-7.8246,-115.290238014875,4.8455,7.3564,4.8455,0.9154,1.327873684986803,0.106,0.188,0.147,0.1197,0.06216,0.091,0.149,0.12,0.11357,0.05476,88,583.72408,65.0,7.949,12.38,12.802,14.661,0.3679692794217302,0.922191470625236,2.41689,10.113919,54.048637,466.317138,10655.2212,721.2251987273726,783.674692330277,22.260994428466297,882.4741516874165,1593.8657432291782,0.7508910268356318,4.659986785236525,0.9705767373195164,8.235214720559686,0.7576407007081625,6.619981227095676,0.9286833647931624,7.5154808502156705
frame_3_benzene_0_butane_0_SINGLE_azane_0_3,-9.7593,-9.9346,-6.6471,-6.3749,3.1122,-8.2032,-86.102533818708,4.8455,7.609,4.8455,0.9539,1.3772005005559642,0.112,0.167,0.139,0.10545,0.05389,0.121,0.178,0.15,0.10179,0.04996,62,456.49976,34.0,7.551,7.564,13.582,14.018,0.3986463428506427,0.92822142762548,1.298738,5.135425,53.173119,456.993404,10483.5101,525.198321014874,576.8157780339005,22.35466961172104,663.4438014818006,1186.587878076183,0.7088031121878494,12.74996384372656,0.9288658856505508,7.465107006880929,0.7143938688035781,12.649964127305182,0.9270603316865084,7.407713596602927
frame_3_benzene_0_propane_1,-9.3508,-10.117,-6.6991,-6.4439,2.6517,-8.0249,-79.51756308068,4.8455,7.4202,4.8455,0.9663,1.362226371844931,0.111,0.207,0.159,0.11333,0.06047,0.116,0.185,0.15,0.11134,0.05773,57,427.4585,34.0,7.281,8.279,11.828,13.098,0.3944586658635748,0.8994643592913062,1.538003,5.857382,53.342483,461.076718,10592.9679,493.3976016138979,540.8162442303001,22.28619805859462,647.324943234786,1124.9393445093403,0.7525740775251584,9.34997348539948,0.9113952998721826,7.197805026640552,0.7422486489004846,9.989971670496338,0.9256788192751132,7.405764703650746
frame_3_cyclobutane_0_butane_0_SINGLE_bromane_0_3,-9.5286,-9.9909,-5.963,-5.0544,3.5656,-7.7458,-73.214745020695,4.8455,7.6217,4.8455,-0.923,0.6564388113391928,0.183,0.185,0.184,0.08539,0.02519,0.204,0.203,0.204,0.08774,0.02751,60,432.35834,45.0,6.749,9.625,11.838,12.415,0.3664620107444359,0.9197658912431472,1.74754,7.251759,57.414855,515.801651,11834.5896,493.0756168458312,540.8330623870119,20.577911167767468,616.1023556147318,1081.855573505038,0.7322027581065971,7.4199789584667455,0.9220155433540996,7.334734867099171,0.7439782892284756,6.1999824181258605,0.9173779166600416,7.265026311970266
frame_3_cyclopropane_0,-9.6153,-10.31,-4.7478,-4.4941,4.8675,-7.1816,-44.289900442266,4.8455,7.9186,4.8455,-1.7589,0.4900788438388013,0.343,0.283,0.313,0.05744,-0.00864,0.367,0.255,0.311,0.06429,-0.00128,36,241.24981,34.0,5.998,6.326,9.314,11.895,0.431995641910296,0.9915805268422808,0.980429,3.936973,54.263265,475.685451,11029.6301,347.577937230353,342.6567571997896,18.55781001911918,465.71140089429457,741.7629425344194,0.6230840011181513,13.519961660171228,0.9797801086911784,8.42979655094645,0.6547649552739471,9.249973768978087,0.9811135198672823,8.453159849548362
frame_3_oxolane_2_butane_0_SINGLE_benzene_0_3,-9.6873,-9.8774,-5.9297,-5.9217,3.7576,-7.8085,-100.853597663485,4.8455,7.5919,4.8455,-0.3222,0.83472122682933,0.168,0.108,0.138,0.09227,0.04625,0.182,0.169,0.175,0.08373,0.03586,74,493.55655,72.0,8.099,9.005,13.788,16.194,0.4153692256393157,0.9997530559328311,1.59123,6.390423,60.873084,559.892972,13292.0237,586.7003556768258,639.68934289814,20.558836228392845,745.281612608883,1304.4922987332814,0.7050118803578084,12.779963758652976,0.904900326194728,7.094707822816733,0.6886822120760343,15.289956640829736,0.9181404397813632,7.275736005673338
frame_3_oxolane_2_propane_0_SINGLE_butane_0_2,-9.5387,-9.912,-4.9481,-4.5001,4.5906,-7.2434,-95.463925505716,4.8455,7.5865,4.8455,-1.7038,0.465622198556559,0.317,0.157,0.237,0.07652,0.02972,0.333,0.199,0.266,0.05953,0.01002,73,459.54022,71.0,7.687,8.837,12.735,13.819,0.3904665027831934,0.8988552100949655,1.537847,6.360539,53.700707,440.646502,9005.5104,551.234014920019,612.6434744723521,19.95660576810259,696.5301932981113,1227.820382987168,0.7333209094297428,7.909977568931537,0.8870688722589457,6.868139935293976,0.7007372810286993,13.609961404950464,0.915948751886851,7.244657256232965
frame_3_oxolane_2_propane_1_SINGLE_borane_0_0,-9.4587,-9.9878,-6.6464,-4.9103,2.8123,-8.0526,-84.535975673044,4.8455,7.5307,4.8455,-0.7038,0.7074892769749226,0.203,0.175,0.189,0.09253,0.04544,0.212,0.163,0.187,0.09144,0.04319,63,415.25272,46.0,7.103,9.447,10.119,13.759,0.4128732183045761,0.9685344220751796,1.503758,7.026289,54.812147,448.193872,8993.4611,491.9373293723679,546.1045936129508,20.143438643943,621.710386970681,1097.2340894123747,0.6991823518449497,13.599961433308334,0.9111153926048952,7.180192472117727,0.7328317182258666,7.33997918532964,0.8841574518685427,6.830653171516462
frame_4_oxirane_0,-10.653,-11.1522,-6.0081,-5.443,4.6449,-8.3305,-48.550628770622,4.8455,8.9592,4.8455,-0.831,0.8435429720536864,0.334,0.232,0.283,0.08587,0.01205,0.358,0.252,0.305,0.07166,-0.00027,27,250.12572,27.0,5.72,5.894,8.54,10.378,0.4182653554731582,0.9071678321678324,0.790603,2.839022,52.486757,442.219185,9957.5142,291.1514779817241,280.34745553888854,18.20110616079024,420.047496510106,651.6546745599035,0.5981003074916139,17.609950061805854,0.986497955428302,8.67395633022011,0.5826733134550875,25.49992768745312,0.9510922686522018,8.042861565835093
frame_5_pyrazine_0,-9.8211,-10.0339,-8.0332,-7.9313,1.7879,-8.9272,-72.013577713775,4.8455,7.4672,4.8455,1.7892,1.886248259950687,0.063,0.083,0.073,0.08114,-0.00144,0.062,0.089,0.075,0.08005,-0.00286,39,410.333,38.0,7.382,8.269,12.069,14.202,0.4111754487550666,0.9619344351124356,1.58288,5.618672,53.923981,478.335669,11546.5952,411.7561765178919,424.6878792933001,22.12217042422508,590.5830712221391,966.3804589689488,0.729547148714126,6.149982559915157,0.9705639990679598,8.187563011191367,0.7170320070816251,7.769977965941599,0.959269170115503,7.956406017121355
